+-------------------+------------------+-------------------+------------------+-------------------+
|      a-b-c-d      |     a-b-c-e      |      a-b-d-e      |     a-c-d-e      |      b-c-d-e      |
|   a81-b17-c4-d54  | a68-b14-c74-e57  |  a74-b54-d38-e59  | a69-c42-d10-e77  |   b78-c5-d41-e55  |
|   a81-b17-c4-d72  | a68-b14-c74-e58  |  a74-b54-d38-e67  |  a69-c42-d14-e3  |   b78-c5-d59-e55  |
|   a81-b17-c4-d79  | a68-b14-c74-e91  |  a74-b54-d38-e74  | a69-c42-d14-e77  |   b78-c5-d68-e55  |
|   a81-b17-c4-d83  | a68-b14-c74-e98  |   a74-b54-d76-e4  |  a69-c42-d60-e3  |   b78-c5-d89-e55  |
|  a81-b17-c15-d72  | a68-b14-c74-e100 |  a74-b54-d76-e31  | a69-c42-d60-e77  |   b78-c5-d98-e55  |
|  a81-b17-c33-d28  | a68-b22-c18-e57  |  a74-b54-d76-e40  |  a69-c42-d94-e3  |  b78-c14-d41-e25  |
|  a81-b17-c33-d72  | a68-b22-c18-e58  |  a74-b54-d76-e67  | a69-c42-d94-e77  |  b78-c14-d41-e42  |
|  a81-b17-c33-d79  | a68-b22-c18-e91  |  a74-b54-d76-e74  |  a69-c95-d14-e3  |  b78-c14-d41-e51  |
|  a81-b17-c33-d95  | a68-b22-c18-e98  |   a74-b54-d78-e4  | a69-c95-d14-e77  |  b78-c14-d41-e55  |
|  a81-b17-c47-d28  | a68-b22-c18-e100 |  a74-b54-d78-e40  |  a69-c95-d60-e3  |  b78-c14-d41-e92  |
|  a81-b17-c47-d54  | a68-b22-c27-e57  |  a74-b54-d78-e59  | a69-c95-d60-e77  |  b78-c14-d59-e25  |
|  a81-b17-c47-d77  | a68-b22-c27-e58  |   a74-b58-d36-e4  |  a69-c95-d94-e3  |  b78-c14-d59-e42  |
|  a81-b17-c47-d83  | a68-b22-c27-e91  |  a74-b58-d36-e34  | a69-c95-d94-e77  |  b78-c14-d59-e55  |
|  a81-b17-c47-d95  | a68-b22-c27-e98  |  a74-b58-d36-e40  |  a70-c33-d28-e8  |  b78-c14-d59-e92  |
|  a81-b17-c47-d99  | a68-b22-c27-e100 |  a74-b58-d36-e59  | a70-c33-d28-e28  |  b78-c14-d68-e25  |
|  a81-b17-c99-d28  | a68-b22-c69-e57  |   a74-b58-d38-e4  | a70-c33-d28-e69  |  b78-c14-d68-e42  |
|  a81-b17-c99-d54  | a68-b22-c69-e58  |  a74-b58-d38-e34  | a70-c33-d28-e71  |  b78-c14-d68-e55  |
|  a81-b17-c99-d77  | a68-b22-c69-e91  |  a74-b58-d38-e40  |  a70-c33-d72-e8  |  b78-c14-d98-e25  |
|  a81-b17-c99-d83  | a68-b22-c69-e98  |  a74-b58-d38-e59  | a70-c33-d72-e28  |  b78-c14-d98-e42  |
|  a81-b17-c99-d95  | a68-b22-c69-e100 |   a74-b58-d78-e4  | a70-c33-d72-e69  |  b78-c14-d98-e55  |
|  a81-b17-c99-d99  | a68-b22-c74-e57  |  a74-b58-d78-e40  | a70-c33-d72-e71  |   b78-c58-d3-e25  |
|  a81-b20-c47-d28  | a68-b22-c74-e58  |  a74-b58-d78-e59  |  a70-c33-d95-e8  |   b78-c58-d3-e55  |
|  a81-b20-c47-d54  | a68-b22-c74-e91  |   a74-b79-d38-e4  | a70-c33-d95-e28  |  b78-c58-d27-e55  |
|  a81-b20-c47-d77  | a68-b22-c74-e98  |  a74-b79-d38-e31  | a70-c33-d95-e69  |  b78-c58-d41-e25  |
|  a81-b20-c47-d83  | a68-b22-c74-e100 |  a74-b79-d38-e40  | a70-c33-d95-e71  |  b78-c58-d41-e42  |
|  a81-b20-c47-d95  | a68-b28-c18-e57  |  a74-b79-d38-e67  | a70-c41-d47-e16  |  b78-c58-d41-e55  |
|  a81-b20-c47-d99  | a68-b28-c18-e58  |  a74-b79-d38-e74  | a70-c41-d47-e69  |  b78-c58-d59-e25  |
|  a81-b20-c99-d28  | a68-b28-c18-e60  |   a74-b79-d76-e4  | a70-c41-d47-e72  |  b78-c58-d59-e42  |
|  a81-b20-c99-d54  | a68-b28-c18-e91  |  a74-b79-d76-e31  | a70-c41-d77-e69  |  b78-c58-d59-e55  |
|  a81-b20-c99-d77  | a68-b28-c18-e98  |  a74-b79-d76-e40  | a70-c41-d85-e16  |  b78-c58-d68-e25  |
|  a81-b20-c99-d83  | a68-b28-c18-e100 |  a74-b79-d76-e67  | a70-c41-d85-e69  |  b78-c58-d68-e42  |
|  a81-b20-c99-d95  | a68-b28-c27-e57  |  a74-b79-d76-e74  | a70-c41-d85-e72  |  b78-c58-d68-e55  |
|  a81-b20-c99-d99  | a68-b28-c27-e58  |   a74-b96-d36-e4  | a70-c41-d95-e16  |  b78-c58-d89-e25  |
|  a81-b24-c33-d28  | a68-b28-c27-e91  |  a74-b96-d36-e34  | a70-c41-d95-e69  |  b78-c58-d89-e42  |
|  a81-b24-c33-d72  | a68-b28-c27-e98  |  a74-b96-d36-e40  | a70-c41-d95-e72  |  b78-c58-d89-e55  |
|  a81-b24-c33-d95  | a68-b28-c27-e100 |  a74-b96-d36-e59  | a70-c41-d99-e69  |  b78-c58-d98-e25  |
|  a81-b24-c47-d28  | a68-b28-c43-e58  |   a74-b96-d38-e4  | a70-c41-d99-e72  |  b78-c58-d98-e42  |
|  a81-b24-c47-d77  | a68-b28-c43-e60  |  a74-b96-d38-e34  |  a70-c47-d28-e8  |  b78-c58-d98-e55  |
|  a81-b24-c47-d83  | a68-b28-c43-e100 |  a74-b96-d38-e40  | a70-c47-d28-e28  |    b79-c1-d3-e4   |
|  a81-b24-c47-d95  | a68-b28-c69-e57  |  a74-b96-d38-e59  | a70-c47-d28-e69  |   b79-c1-d3-e31   |
|  a81-b24-c47-d99  | a68-b28-c69-e58  |   a74-b96-d78-e4  | a70-c47-d28-e71  |   b79-c1-d3-e67   |
|  a81-b24-c99-d28  | a68-b28-c69-e60  |  a74-b96-d78-e40  |  a70-c47-d77-e8  |   b79-c1-d3-e74   |
|  a81-b24-c99-d77  | a68-b28-c69-e91  |  a74-b96-d78-e59  | a70-c47-d77-e69  |   b79-c1-d27-e4   |
|  a81-b24-c99-d83  | a68-b28-c69-e98  |   a75-b17-d28-e8  | a70-c47-d77-e71  |   b79-c1-d27-e31  |
|  a81-b24-c99-d95  | a68-b28-c69-e100 |  a75-b17-d28-e28  |  a70-c47-d83-e8  |   b79-c1-d27-e40  |
|  a81-b24-c99-d99  | a68-b28-c71-e57  |  a75-b17-d28-e61  | a70-c47-d83-e28  |   b79-c1-d27-e67  |
|   a81-b39-c4-d28  | a68-b28-c71-e58  |  a75-b17-d28-e71  | a70-c47-d83-e69  |   b79-c1-d27-e74  |
|   a81-b39-c4-d32  | a68-b28-c71-e60  |   a75-b17-d54-e8  | a70-c47-d83-e71  |   b79-c1-d38-e4   |
|   a81-b39-c4-d54  | a68-b28-c71-e91  |  a75-b17-d54-e61  |  a70-c47-d95-e8  |   b79-c1-d38-e31  |
|   a81-b39-c4-d72  | a68-b28-c71-e100 |   a75-b17-d72-e8  | a70-c47-d95-e28  |   b79-c1-d38-e40  |
|   a81-b39-c4-d83  | a68-b28-c74-e57  |  a75-b17-d72-e28  | a70-c47-d95-e69  |   b79-c1-d38-e67  |
|  a81-b39-c47-d28  | a68-b28-c74-e58  |  a75-b17-d72-e61  | a70-c47-d95-e71  |   b79-c1-d38-e74  |
|  a81-b39-c47-d32  | a68-b28-c74-e91  |  a75-b17-d72-e63  |  a70-c47-d99-e8  |   b79-c1-d76-e4   |
|  a81-b39-c47-d54  | a68-b28-c74-e98  |  a75-b17-d72-e71  | a70-c47-d99-e69  |   b79-c1-d76-e31  |
|  a81-b39-c47-d77  | a68-b28-c74-e100 |   a75-b17-d79-e8  | a70-c47-d99-e71  |   b79-c1-d76-e40  |
|  a81-b39-c47-d83  | a68-b28-c83-e57  |  a75-b17-d79-e28  | a70-c84-d77-e69  |   b79-c1-d76-e67  |
|  a81-b39-c47-d95  | a68-b28-c83-e58  |  a75-b17-d79-e61  | a70-c84-d85-e16  |   b79-c1-d76-e74  |
|  a81-b39-c47-d99  | a68-b28-c83-e60  |  a75-b17-d79-e63  | a70-c84-d85-e69  |   b79-c1-d89-e31  |
|  a81-b39-c99-d28  | a68-b28-c83-e100 |  a75-b17-d79-e71  | a70-c84-d85-e72  |   b79-c1-d89-e67  |
|  a81-b39-c99-d32  | a68-b28-c94-e58  |   a75-b17-d83-e8  | a70-c84-d95-e16  |   b79-c1-d89-e74  |
|  a81-b39-c99-d54  | a68-b28-c94-e100 |  a75-b17-d83-e28  | a70-c84-d95-e69  |    b79-c5-d3-e4   |
|  a81-b39-c99-d77  | a68-b81-c43-e60  |  a75-b17-d83-e61  | a70-c84-d95-e72  |   b79-c5-d3-e31   |
|  a81-b39-c99-d83  | a68-b81-c43-e76  |  a75-b17-d83-e71  | a70-c84-d99-e69  |   b79-c5-d3-e55   |
|  a81-b39-c99-d95  | a68-b81-c71-e60  |   a75-b39-d28-e8  | a70-c84-d99-e72  |   b79-c5-d3-e67   |
|  a81-b39-c99-d99  | a68-b81-c71-e76  |   a75-b39-d28-e9  |  a70-c99-d28-e8  |   b79-c5-d3-e74   |
|  a81-b42-c47-d28  | a68-b81-c83-e60  |  a75-b39-d28-e28  | a70-c99-d28-e69  |   b79-c5-d27-e4   |
|  a81-b42-c47-d77  | a68-b81-c83-e76  |  a75-b39-d28-e61  | a70-c99-d28-e71  |   b79-c5-d27-e31  |
|  a81-b42-c47-d83  | a68-b84-c43-e60  |  a75-b39-d28-e71  |  a70-c99-d77-e8  |   b79-c5-d27-e55  |
|  a81-b42-c47-d95  | a68-b84-c43-e76  |   a75-b39-d32-e8  | a70-c99-d77-e69  |   b79-c5-d27-e67  |
|  a81-b42-c47-d99  | a68-b84-c71-e57  |   a75-b39-d32-e9  | a70-c99-d77-e71  |   b79-c5-d27-e74  |
|  a81-b42-c99-d28  | a68-b84-c71-e60  |  a75-b39-d32-e61  |  a70-c99-d83-e8  |   b79-c5-d38-e4   |
|  a81-b42-c99-d77  | a68-b84-c71-e76  |   a75-b39-d54-e8  | a70-c99-d83-e69  |   b79-c5-d38-e31  |
|  a81-b42-c99-d83  | a68-b84-c83-e57  |   a75-b39-d54-e9  | a70-c99-d83-e71  |   b79-c5-d38-e67  |
|  a81-b42-c99-d95  | a68-b84-c83-e60  |  a75-b39-d54-e61  |  a70-c99-d95-e8  |   b79-c5-d38-e74  |
|  a81-b42-c99-d99  | a68-b84-c83-e76  |   a75-b39-d72-e8  | a70-c99-d95-e69  |   b79-c5-d68-e31  |
|   a81-b64-c4-d28  |  a69-b25-c37-e3  |  a75-b39-d72-e28  | a70-c99-d95-e71  |   b79-c5-d68-e55  |
|   a81-b64-c4-d32  | a69-b25-c37-e77  |  a75-b39-d72-e61  |  a70-c99-d99-e8  |   b79-c5-d68-e74  |
|   a81-b64-c4-d54  |  a69-b25-c42-e3  |  a75-b39-d72-e71  | a70-c99-d99-e69  |   b79-c5-d76-e4   |
|   a81-b64-c4-d72  | a69-b25-c42-e77  |   a75-b39-d83-e8  | a70-c99-d99-e71  |   b79-c5-d76-e31  |
|   a81-b64-c4-d79  |  a69-b25-c95-e3  |   a75-b39-d83-e9  | a71-c35-d18-e13  |   b79-c5-d76-e67  |
|   a81-b64-c4-d83  | a69-b25-c95-e77  |  a75-b39-d83-e28  | a71-c35-d18-e22  |   b79-c5-d76-e74  |
|  a81-b64-c15-d72  | a69-b40-c23-e17  |  a75-b39-d83-e61  | a71-c35-d18-e44  |   b79-c5-d89-e31  |
|  a81-b64-c33-d28  | a69-b40-c23-e77  |  a75-b39-d83-e71  | a71-c35-d18-e49  |   b79-c5-d89-e55  |
|  a81-b64-c33-d72  | a69-b40-c37-e77  |  a75-b40-d32-e14  | a71-c35-d18-e65  |   b79-c5-d89-e67  |
|  a81-b64-c33-d79  | a69-b40-c42-e77  |  a75-b40-d32-e66  | a71-c35-d40-e44  |   b79-c5-d89-e74  |
|  a81-b64-c33-d95  | a69-b40-c95-e77  |  a75-b40-d79-e14  | a71-c35-d40-e49  |   b79-c5-d98-e31  |
|  a81-b64-c47-d28  | a69-b47-c23-e17  |  a75-b40-d79-e66  | a71-c35-d40-e65  |   b79-c5-d98-e55  |
|  a81-b64-c47-d32  | a69-b47-c23-e77  |  a75-b47-d32-e14  | a71-c35-d40-e82  |   b79-c5-d98-e67  |
|  a81-b64-c47-d54  | a69-b47-c37-e77  |  a75-b47-d32-e66  | a71-c35-d63-e13  |   b79-c5-d98-e74  |
|  a81-b64-c47-d77  | a69-b47-c42-e77  |  a75-b47-d39-e14  | a71-c35-d63-e22  |   b79-c11-d3-e4   |
|  a81-b64-c47-d83  | a69-b47-c95-e77  |  a75-b47-d39-e66  | a71-c35-d63-e44  |   b79-c11-d3-e31  |
|  a81-b64-c47-d95  |  a69-b67-c23-e3  |  a75-b47-d79-e14  | a71-c35-d63-e49  |   b79-c11-d3-e67  |
|  a81-b64-c99-d28  | a69-b67-c23-e77  |  a75-b47-d79-e66  | a71-c35-d63-e65  |   b79-c11-d3-e74  |
|  a81-b64-c99-d32  |  a69-b67-c37-e3  |   a75-b64-d28-e8  | a71-c35-d63-e82  |   b79-c11-d27-e4  |
|  a81-b64-c99-d54  | a69-b67-c37-e77  |  a75-b64-d28-e28  | a71-c35-d66-e22  |  b79-c11-d27-e31  |
|  a81-b64-c99-d77  |  a69-b67-c42-e3  |  a75-b64-d28-e61  | a71-c35-d66-e44  |  b79-c11-d27-e40  |
|  a81-b64-c99-d83  | a69-b67-c42-e77  |  a75-b64-d28-e71  | a71-c35-d66-e82  |  b79-c11-d27-e67  |
|  a81-b64-c99-d95  |  a69-b67-c95-e3  |   a75-b64-d32-e8  | a71-c40-d18-e13  |  b79-c11-d27-e74  |
|  a81-b66-c33-d28  | a69-b67-c95-e77  |  a75-b64-d32-e14  | a71-c40-d18-e44  |   b79-c11-d38-e4  |
|  a81-b66-c33-d72  | a69-b71-c23-e77  |  a75-b64-d32-e61  | a71-c40-d18-e49  |  b79-c11-d38-e31  |
|  a81-b66-c33-d95  | a69-b71-c37-e77  |  a75-b64-d32-e66  | a71-c40-d18-e65  |  b79-c11-d38-e40  |
|  a81-b66-c47-d28  | a69-b71-c42-e77  |   a75-b64-d54-e8  | a71-c40-d40-e44  |  b79-c11-d38-e67  |
|  a81-b66-c47-d77  | a69-b71-c95-e77  |  a75-b64-d54-e14  | a71-c40-d40-e49  |  b79-c11-d38-e74  |
|  a81-b66-c47-d83  | a69-b88-c23-e17  |  a75-b64-d54-e61  | a71-c40-d40-e65  |   b79-c11-d76-e4  |
|  a81-b66-c47-d95  | a69-b88-c23-e77  |  a75-b64-d54-e66  | a71-c40-d63-e13  |  b79-c11-d76-e31  |
|  a81-b66-c47-d99  | a69-b88-c24-e17  |   a75-b64-d72-e8  | a71-c40-d63-e44  |  b79-c11-d76-e40  |
|  a81-b66-c99-d28  | a69-b88-c24-e77  |  a75-b64-d72-e14  | a71-c40-d63-e49  |  b79-c11-d76-e67  |
|  a81-b66-c99-d77  |  a70-b17-c33-e8  |  a75-b64-d72-e28  | a71-c40-d63-e65  |  b79-c11-d76-e74  |
|  a81-b66-c99-d83  | a70-b17-c33-e28  |  a75-b64-d72-e61  | a71-c44-d18-e13  |   b79-c21-d3-e4   |
|  a81-b66-c99-d95  | a70-b17-c33-e69  |  a75-b64-d72-e63  | a71-c44-d18-e22  |   b79-c21-d3-e31  |
|  a81-b66-c99-d99  | a70-b17-c33-e71  |  a75-b64-d72-e71  | a71-c44-d18-e44  |   b79-c21-d3-e55  |
|   a81-b68-c4-d32  |  a70-b17-c47-e8  |   a75-b64-d79-e8  | a71-c44-d18-e49  |   b79-c21-d3-e67  |
|   a81-b68-c4-d72  | a70-b17-c47-e28  |  a75-b64-d79-e14  | a71-c44-d18-e65  |   b79-c21-d3-e74  |
|   a81-b68-c4-d79  | a70-b17-c47-e69  |  a75-b64-d79-e28  | a71-c44-d40-e44  |   b79-c21-d27-e4  |
|  a81-b68-c15-d72  | a70-b17-c47-e71  |  a75-b64-d79-e61  | a71-c44-d40-e49  |  b79-c21-d27-e31  |
|  a81-b68-c33-d72  |  a70-b17-c99-e8  |  a75-b64-d79-e63  | a71-c44-d40-e65  |  b79-c21-d27-e40  |
|  a81-b68-c33-d79  | a70-b17-c99-e69  |  a75-b64-d79-e66  | a71-c44-d40-e82  |  b79-c21-d27-e55  |
|   a81-b94-c4-d72  | a70-b17-c99-e71  |  a75-b64-d79-e71  | a71-c44-d63-e13  |  b79-c21-d27-e67  |
|   a81-b94-c4-d79  | a70-b18-c41-e16  |   a75-b64-d83-e8  | a71-c44-d63-e22  |  b79-c21-d27-e74  |
|  a81-b94-c15-d72  | a70-b18-c41-e69  |  a75-b64-d83-e28  | a71-c44-d63-e44  |   b79-c21-d38-e4  |
|  a81-b94-c33-d72  | a70-b18-c41-e72  |  a75-b64-d83-e61  | a71-c44-d63-e49  |  b79-c21-d38-e31  |
|  a81-b94-c33-d79  | a70-b18-c84-e16  |  a75-b64-d83-e71  | a71-c44-d63-e65  |  b79-c21-d38-e40  |
|   a82-b4-c26-d2   | a70-b18-c84-e69  |   a75-b68-d32-e8  | a71-c44-d63-e82  |  b79-c21-d38-e67  |
|   a82-b4-c26-d3   | a70-b18-c84-e72  |  a75-b68-d32-e14  | a71-c44-d66-e22  |  b79-c21-d38-e74  |
|   a82-b4-c26-d47  | a70-b20-c47-e69  |  a75-b68-d32-e61  | a71-c44-d66-e44  |   b79-c21-d76-e4  |
|   a82-b4-c34-d2   | a70-b20-c84-e69  |  a75-b68-d32-e66  | a71-c44-d66-e82  |  b79-c21-d76-e31  |
|   a82-b4-c34-d3   | a70-b20-c99-e69  |   a75-b68-d72-e8  | a71-c57-d40-e44  |  b79-c21-d76-e40  |
|   a82-b4-c34-d47  |  a70-b24-c33-e8  |  a75-b68-d72-e14  | a71-c57-d40-e49  |  b79-c21-d76-e67  |
|   a82-b4-c49-d2   | a70-b24-c33-e28  |  a75-b68-d72-e28  | a71-c57-d40-e82  |  b79-c21-d76-e74  |
|   a82-b4-c49-d47  | a70-b24-c33-e69  |  a75-b68-d72-e61  | a71-c57-d63-e22  |  b79-c21-d89-e31  |
|   a82-b4-c66-d2   | a70-b24-c33-e71  |  a75-b68-d72-e63  | a71-c57-d63-e44  |  b79-c21-d89-e55  |
|   a82-b4-c66-d3   | a70-b24-c41-e16  |   a75-b68-d79-e8  | a71-c57-d63-e49  |  b79-c21-d89-e67  |
|   a82-b4-c66-d47  | a70-b24-c41-e69  |  a75-b68-d79-e14  | a71-c57-d63-e82  |  b79-c21-d89-e74  |
|   a82-b18-c26-d2  | a70-b24-c41-e72  |  a75-b68-d79-e28  | a71-c57-d66-e22  |  b79-c21-d98-e31  |
|  a82-b18-c26-d47  |  a70-b24-c47-e8  |  a75-b68-d79-e61  | a71-c57-d66-e44  |  b79-c21-d98-e55  |
|   a82-b18-c34-d2  | a70-b24-c47-e28  |  a75-b68-d79-e63  | a71-c57-d66-e82  |  b79-c21-d98-e67  |
|  a82-b18-c34-d47  | a70-b24-c47-e69  |  a75-b68-d79-e66  | a71-c62-d40-e44  |  b79-c21-d98-e74  |
|   a82-b18-c41-d2  | a70-b24-c47-e71  |  a75-b71-d72-e14  | a71-c62-d40-e49  |   b79-c48-d3-e4   |
|  a82-b18-c41-d34  | a70-b24-c84-e16  |  a75-b71-d72-e63  | a71-c62-d40-e82  |   b79-c48-d3-e31  |
|  a82-b18-c41-d47  | a70-b24-c84-e69  |  a75-b71-d79-e14  | a71-c62-d63-e22  |   b79-c48-d3-e67  |
|   a82-b18-c49-d2  | a70-b24-c84-e72  |  a75-b71-d79-e63  | a71-c62-d63-e44  |   b79-c48-d3-e74  |
|  a82-b18-c49-d34  |  a70-b24-c99-e8  |  a75-b71-d79-e66  | a71-c62-d63-e49  |   b79-c48-d27-e4  |
|  a82-b18-c49-d47  | a70-b24-c99-e69  |   a75-b94-d72-e8  | a71-c62-d63-e82  |  b79-c48-d27-e31  |
|   a82-b18-c66-d2  | a70-b24-c99-e71  |  a75-b94-d72-e14  | a71-c62-d66-e22  |  b79-c48-d27-e40  |
|  a82-b18-c66-d47  |  a70-b39-c47-e8  |  a75-b94-d72-e28  | a71-c62-d66-e44  |  b79-c48-d27-e67  |
|  a82-b32-c16-d34  | a70-b39-c47-e28  |  a75-b94-d72-e63  | a71-c62-d66-e82  |  b79-c48-d27-e74  |
|  a82-b32-c49-d34  | a70-b39-c47-e69  |  a75-b94-d72-e71  | a71-c78-d18-e13  |   b79-c48-d38-e4  |
|   a82-b44-c34-d3  | a70-b39-c47-e71  |   a75-b94-d79-e8  | a71-c78-d18-e22  |  b79-c48-d38-e31  |
|   a82-b44-c66-d3  |  a70-b39-c99-e8  |  a75-b94-d79-e14  | a71-c78-d18-e44  |  b79-c48-d38-e40  |
|  a82-b46-c16-d34  | a70-b39-c99-e69  |  a75-b94-d79-e28  | a71-c78-d18-e49  |  b79-c48-d38-e67  |
|  a82-b46-c49-d34  | a70-b39-c99-e71  |  a75-b94-d79-e63  | a71-c78-d18-e65  |  b79-c48-d38-e74  |
|  a82-b53-c16-d34  | a70-b42-c41-e69  |  a75-b94-d79-e71  | a71-c78-d40-e44  |   b79-c48-d76-e4  |
|  a82-b53-c41-d34  | a70-b42-c41-e72  |   a76-b25-d66-e3  | a71-c78-d40-e49  |  b79-c48-d76-e31  |
|  a82-b53-c49-d34  | a70-b42-c47-e69  |  a76-b25-d66-e22  | a71-c78-d40-e65  |  b79-c48-d76-e40  |
|  a82-b99-c16-d34  | a70-b42-c47-e71  |   a76-b67-d66-e3  | a71-c78-d40-e82  |  b79-c48-d76-e67  |
|   a82-b99-c34-d2  | a70-b42-c84-e69  |  a76-b67-d66-e22  | a71-c78-d63-e13  |  b79-c48-d76-e74  |
|  a82-b99-c34-d47  | a70-b42-c84-e72  |  a76-b76-d63-e44  | a71-c78-d63-e22  |  b79-c48-d89-e31  |
|   a82-b99-c41-d2  | a70-b42-c99-e69  |  a76-b76-d63-e82  | a71-c78-d63-e44  |  b79-c48-d89-e67  |
|  a82-b99-c41-d34  | a70-b42-c99-e71  |  a76-b76-d66-e44  | a71-c78-d63-e49  |  b79-c48-d89-e74  |
|  a82-b99-c41-d47  |  a70-b64-c33-e8  |  a76-b76-d66-e82  | a71-c78-d63-e65  |   b79-c52-d38-e4  |
|   a82-b99-c49-d2  | a70-b64-c33-e28  |   a77-b4-d3-e31   | a71-c78-d63-e82  |  b79-c52-d38-e40  |
|  a82-b99-c49-d34  | a70-b64-c33-e69  |   a77-b4-d3-e55   | a71-c78-d66-e22  |  b79-c52-d38-e67  |
|  a82-b99-c49-d47  | a70-b64-c33-e71  |   a77-b4-d3-e74   | a71-c78-d66-e44  |  b79-c52-d38-e74  |
|   a83-b13-c6-d39  |  a70-b64-c47-e8  |   a77-b4-d27-e31  | a71-c78-d66-e82  |   b79-c52-d76-e4  |
|   a83-b13-c6-d42  | a70-b64-c47-e28  |   a77-b4-d27-e55  | a71-c79-d18-e13  |  b79-c52-d76-e40  |
|   a83-b13-c8-d39  | a70-b64-c47-e69  |   a77-b4-d27-e74  | a71-c79-d18-e22  |  b79-c52-d76-e67  |
|   a83-b13-c8-d42  | a70-b64-c47-e71  |   a77-b6-d3-e25   | a71-c79-d18-e44  |  b79-c52-d76-e74  |
|   a83-b13-c8-d44  |  a70-b64-c99-e8  |   a77-b6-d3-e55   | a71-c79-d18-e49  |   b79-c58-d3-e31  |
|   a83-b13-c8-d56  | a70-b64-c99-e69  |   a77-b6-d41-e25  | a71-c79-d18-e65  |   b79-c58-d3-e55  |
|  a83-b13-c54-d44  | a70-b64-c99-e71  |   a77-b6-d41-e42  | a71-c79-d40-e44  |   b79-c58-d3-e67  |
|  a83-b13-c54-d56  |  a70-b66-c33-e8  |   a77-b6-d41-e51  | a71-c79-d40-e49  |   b79-c58-d3-e74  |
|  a83-b13-c67-d39  | a70-b66-c33-e28  |   a77-b6-d41-e55  | a71-c79-d40-e65  |  b79-c58-d27-e31  |
|  a83-b13-c67-d42  | a70-b66-c33-e69  |   a77-b6-d59-e25  | a71-c79-d40-e82  |  b79-c58-d27-e55  |
|  a83-b13-c67-d44  | a70-b66-c33-e71  |   a77-b6-d59-e42  | a71-c79-d63-e13  |  b79-c58-d27-e67  |
|  a83-b13-c91-d39  | a70-b66-c41-e16  |   a77-b6-d59-e55  | a71-c79-d63-e22  |  b79-c58-d27-e74  |
|  a83-b13-c91-d42  | a70-b66-c41-e69  |   a77-b6-d68-e25  | a71-c79-d63-e44  |  b79-c58-d38-e31  |
|  a83-b13-c91-d44  | a70-b66-c41-e72  |   a77-b6-d68-e42  | a71-c79-d63-e49  |  b79-c58-d38-e67  |
|  a83-b13-c91-d56  |  a70-b66-c47-e8  |   a77-b6-d68-e55  | a71-c79-d63-e65  |  b79-c58-d38-e74  |
|   a83-b31-c8-d44  | a70-b66-c47-e28  |   a77-b6-d89-e25  | a71-c79-d63-e82  |  b79-c58-d68-e31  |
|  a83-b31-c54-d44  | a70-b66-c47-e69  |   a77-b6-d89-e42  | a71-c79-d66-e22  |  b79-c58-d68-e55  |
|  a83-b31-c71-d44  | a70-b66-c47-e71  |   a77-b6-d89-e55  | a71-c79-d66-e44  |  b79-c58-d68-e74  |
|   a83-b37-c8-d44  | a70-b66-c84-e16  |   a77-b6-d98-e25  | a71-c79-d66-e82  |  b79-c58-d76-e31  |
|   a83-b37-c8-d56  | a70-b66-c84-e69  |   a77-b6-d98-e42  | a71-c90-d18-e13  |  b79-c58-d76-e67  |
|  a83-b37-c54-d44  | a70-b66-c84-e72  |   a77-b6-d98-e55  | a71-c90-d18-e22  |  b79-c58-d76-e74  |
|  a83-b37-c54-d56  |  a70-b66-c99-e8  |  a77-b16-d41-e25  | a71-c90-d18-e44  |  b79-c58-d89-e31  |
|  a83-b37-c67-d44  | a70-b66-c99-e69  |  a77-b16-d41-e42  | a71-c90-d18-e49  |  b79-c58-d89-e55  |
|  a83-b37-c91-d44  | a70-b66-c99-e71  |  a77-b16-d41-e51  | a71-c90-d63-e13  |  b79-c58-d89-e67  |
|  a83-b37-c91-d56  | a70-b99-c41-e16  |  a77-b16-d41-e55  | a71-c90-d63-e22  |  b79-c58-d89-e74  |
|   a83-b55-c6-d39  | a70-b99-c41-e69  |  a77-b16-d59-e25  | a71-c90-d63-e44  |  b79-c58-d98-e31  |
|   a83-b55-c6-d42  | a70-b99-c41-e72  |  a77-b16-d59-e42  | a71-c90-d63-e49  |  b79-c58-d98-e55  |
|   a83-b55-c8-d39  | a70-b99-c84-e16  |  a77-b16-d59-e55  | a71-c90-d63-e82  |  b79-c58-d98-e67  |
|   a83-b55-c8-d42  | a70-b99-c84-e69  |  a77-b16-d68-e25  | a71-c90-d66-e22  |  b79-c58-d98-e74  |
|   a83-b55-c8-d44  | a70-b99-c84-e72  |  a77-b16-d68-e42  | a71-c90-d66-e44  |   b79-c68-d27-e4  |
|   a83-b55-c8-d56  | a71-b12-c35-e13  |  a77-b16-d68-e55  | a71-c90-d66-e82  |  b79-c68-d27-e31  |
|  a83-b55-c18-d39  | a71-b12-c35-e22  |  a77-b16-d98-e25  |  a72-c4-d31-e10  |  b79-c68-d27-e40  |
|  a83-b55-c18-d42  | a71-b12-c35-e44  |  a77-b16-d98-e42  |  a72-c4-d31-e14  |  b79-c68-d27-e67  |
|  a83-b55-c18-d44  | a71-b12-c35-e49  |  a77-b16-d98-e55  |  a72-c4-d31-e53  |  b79-c68-d27-e74  |
|  a83-b55-c54-d44  | a71-b12-c35-e65  |  a77-b36-d41-e25  |  a72-c4-d31-e63  |   b79-c68-d38-e4  |
